name,aquifertype,label,latitude,longitude,datasource,status,welltagno,emsid,uniqueID,GlobalID,URL AQRT Report,CMSLite URL,elevation,FID,summary,obswellcode,GlobalID_2,CreationDate,Creator,EditDate,Editor,x,y,wkid
OBS WELL 064 - North Saanich (Calvin Avenue),,OBS Well 064,48.660000,-123.409600,UNKNOWN,INACTIVE,25936,1400052,64,8554272f-296e-415a-9ce3-200d4bf8177b,,,,22,"Observation Well 064 was active between 1974 and 1998. It was located in bedrock aquifer 608, a IIB aquifer in North Saanich. It was initially included in the network to monitor water levels in developed aquifers. ",064,154cefc4-d9e9-44d3-8343-1fbf7da9ff15,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,"11/27/2017, 1:08 PM",RTURGANO_governmentofbc,-13737893.831001574,6217366.191594206,102100
OBS WELL 305 - Kelowna (Okanagan Mission),,OBS Well 305,49.813500,-119.494600,UNKNOWN,INACTIVE,53654,E216598,305,74bf8a08-729b-428b-84a1-cc2b9f693719,,,,23,"Observation Well 305 was active between 1989 and 1998. It was located in surficial aquifer 463, a IC aquifer in the Kelowna area. It was initially included in the network to monitor water levels in developed aquifers. ",305,19a2ad3b-6140-4fbf-ad07-edab4f2b7ac9,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,"11/27/2017, 1:08 PM",RTURGANO_governmentofbc,-13302078.02454591,6414039.754329456,102100
OBS WELL 175 - Oyama (Middle Beach Road),,OBS Well 175,50.097500,-119.362800,UNKNOWN,INACTIVE,8623,1400022,175,ad5e9ff7-9d70-4e80-9f47-f610b9a3a67a,,,,24,Observation Well 175 was active between 1972 and 2007. It was located in an unclassified bedrock aquifer in the Oyama area.It was initially included in the network as part of a groundwater research project.,175,390df875-a641-4336-9551-cf3bdaea4146,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,"11/27/2017, 1:09 PM",RTURGANO_governmentofbc,-13287406.115659352,6463178.276528788,102100
OBS WELL 069 - North Saanich (Mills Road),,OBS Well 069,48.655600,-123.437000,UNKNOWN,INACTIVE,32624,1400228,69,b0c356b3-823c-4586-a1fe-7816e4164d6e,,,,25,"Observation Well 069 was active between 1975 and 1998. It was located in bedrock aquifer 608, a IIB aquifer in the North Saanich area. It was initially included in the network to monitor water levels in developed aquifers. ",069,c719a31e-1b6d-43e5-8536-656db7c1c0c7,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,"11/27/2017, 1:09 PM",RTURGANO_governmentofbc,-13740943.98504931,6216624.684988609,102100
OBS WELL 176 - Oyama (Cliffe Road),,OBS Well 176,50.085900,-119.376600,UNKNOWN,INACTIVE,8533,1401134,176,731f072c-706a-4ff3-8632-304cf2923298,,,,26,Observation Well 176 was active between 1972 and 2009. It was located in an unclassified surficial aquifer in the Oyama area. It was initially included in the network as part of a groundwater research project. ,176,5617bbb3-50c0-47b2-b2d5-ca45f0f9cdcb,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,"11/27/2017, 1:09 PM",RTURGANO_governmentofbc,-13288942.3246323,6461165.519225176,102100
OBS WELL 273 - Abbotsford (Farmer Road),,OBS Well 273,49.009600,-122.280300,UNKNOWN,INACTIVE,49294,1401923,273,7e66ac40-6053-4907-a842-786324836fe2,,,,27,"Observation Well 273 was active between 1981 and 2006. It was located in surficial aquifer 15, a IA aquifer in the Abbotsford area. It was initially included in the network to monitor water levels in developed aquifers. ",273,329d6b6f-9bd0-4968-a737-f85e123ea206,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,-13612180.73004873,6276490.470161804,102100
OBS WELL 308 - Golden (Kumcheen Park),,OBS Well 308,51.298200,-116.964000,UNKNOWN,INACTIVE,48403,E208035,308,6991596a-e230-4a7f-8a2e-41200fcfb5dd,,,,28,"Observation Well 308 was active between 1989 and 2009. It was located in surficial aquifer 456, a IIB aquifer underlying Golden. It was initially included in the network to monitor water levels in developed aquifers. ",308,31becb6e-f83d-4ea7-963d-c2c9fcb05566,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,"11/27/2017, 1:09 PM",RTURGANO_governmentofbc,-13020372.921144448,6674212.329047603,102100
OBS WELL 274 - Abbotsford (Vye Road),,OBS Well 274,49.016200,-122.277600,UNKNOWN,INACTIVE,49320,1401924,274,7013d383-0951-4558-b2d8-209a3ce4c463,,,,29,"Observation Well 274 was active between 1982 and 2002. It was located in surficial aquifer 15, a IA aquifer in the Abbotsford area. It was initially included in the network to monitor water levels in developed aquifers. ",274,1d6244ea-15b3-49a3-8f92-0eebbc73cf48,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,"11/27/2017, 1:09 PM",RTURGANO_governmentofbc,-13611880.16742359,6277610.642231045,102100
OBS WELL 317 - Gabriola Island (Wild Cherry Terr.),,OBS Well 317,49.172300,-123.790200,UNKNOWN,INACTIVE,26350,E217415,317,e75c58dc-bd76-4c8d-a02e-287afc8a45c3,,,,30,"Observation Well 317 was active between 1992-2006. It was located in bedrock aquifer 709, a IIA aquifer on Gabriola Island. It was initially included in the network to monitor water levels in developed aquifers. ",317,9440d667-6843-41e7-976f-e51aee879b05,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,"11/27/2017, 1:10 PM",RTURGANO_governmentofbc,-13780262.029197495,6304147.829096191,102100
OBS WELL 279 - Revelstoke (Simpson Street),,OBS Well 279,50.988400,-118.181200,UNKNOWN,INACTIVE,49745,1401944,279,8575f2b9-6d6e-43a0-93cc-719814087b13,,,,31,"Observation Well 279 was active between 1982 and 2010. It was located in surficial aquifer 805, a IIIA aquifer in Revelstoke. It was initially included in the network to monitor water levels in developed aquifers. ",279,cec2f38b-5713-4ca9-afe6-eaf3af19f9f2,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,"11/23/2017, 11:48 AM",RTURGANO_governmentofbc,-13155871.005338024,6619242.073493922,102100
OBS WELL 280 - Comox (Greenwood Road),,OBS Well 280,49.717300,-124.931000,UNKNOWN,INACTIVE,31939,1401945,280,64effb8d-92f3-4d1b-a117-b8002ad7c224,,,,32,"Observation Well 280 was active between 1982 and 2001. It was located in surficial aquifer 408, a IIC aquifer in Comox. It was initially included in the network to monitor water levels in developed aquifers. The well was replaced by Observation Well 351.",280,8a220a83-2668-4e91-bc33-cb57ecfd7e68,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,"11/27/2017, 1:10 PM",RTURGANO_governmentofbc,-13907255.30429446,6397460.364548777,102100
OBS WELL 083 - Barkerville,,OBS Well 083,53.057600,-121.484400,UNKNOWN,INACTIVE,20906,1401074,83,32c4d0a7-b15a-4a71-a919-072eca45488a,,,,33,Observation Well 83 was active between 1967 and 1999. It was located in an unmapped bedrock aquifer in the Barkerville area. It was initially included in the network to obtain baseline water level data. ,083,fa481407-7392-4ebe-8365-a4ec01c317cd,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,"11/27/2017, 1:10 PM",RTURGANO_governmentofbc,-13523581.547326364,6993659.4765323745,102100
OBS WELL 199 - Vanderhoof,,OBS Well 199,54.028095,-124.053100,UNKNOWN,INACTIVE,36506,1401075,199,e5b4dca5-b823-4cb3-ac50-e352e292979d,,,,34,"Observation Well 199 was established in 1972 and is currently inactive. It was located in surficial aquifer 242, a IIIC aquifer at Vanderhoof. It was established to collect baseline data on ground water levels.",199,d7c2dd7f-6a90-43f3-98f8-b0d0ce3900f9,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,"11/27/2017, 1:10 PM",RTURGANO_governmentofbc,-13809527.923327047,7175478.947262503,102100
OBS WELL 313 - Parksville,,OBS Well 313,49.312300,-124.346200,UNKNOWN,INACTIVE,59061,E217411,313,b2d66057-3ac5-468e-b648-4d68737000f1,,,,35,"Observation Well 313 was active between January and December 1992. It was located in surficial aquifer 216, a IB aquifer in Parksville. It was initially included in the network to monitor water levels in developed aquifers. ",313,9a055a81-ad00-45d8-86ca-101e6fdb7e72,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,"11/27/2017, 1:10 PM",RTURGANO_governmentofbc,-13842155.666078553,6328019.265365113,102100
OBS WELL 322 - Vernon (Falcon Rd - Silver Star Mountain),,OBS Well 322,50.317600,-119.188900,UNKNOWN,INACTIVE,60266,E219608,322,40b5dff6-091d-4fdb-bd35-6c3f87b77e72,,,,36,"Observation Well 322 was active between 1993 and 2003. It was located in surficial aquifer 349, a IIC aquifer in the Vernon area. It was initially included in the network to monitor water levels in developed aquifers. ",322,d6ac803a-01a9-44f4-841b-8a9a735c9cd6,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,"11/27/2017, 1:10 PM",RTURGANO_governmentofbc,-13268047.656210406,6501461.330777035,102100
OBS WELL 324 - Hornyby Island (Lea Smith Rd.),,OBS Well 324,49.538400,-124.688700,UNKNOWN,INACTIVE,56809,E219610,324,d389a595-f0b4-44a8-9079-66612c2341f5,,,,37,"Observation Well 324 was active between 1993 and 2006. It was located in bedrock aquifer 320, a IIB aquifer on Hornby Island. was initially included in the network to monitor water levels in developed aquifers. ",324,bd7ab58c-c1fa-4b94-a833-31b4a7cd8238,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,"11/27/2017, 1:10 PM",RTURGANO_governmentofbc,-13880282.59167525,6366715.327394799,102100
OBS WELL 205 - Duncan (Boys Road),,OBS Well 205,48.770200,-123.693400,UNKNOWN,INACTIVE,33437,1400121,205,5476e6e3-c9e4-4234-b656-1d9007d3766f,,,,38,"Observation Well 205 was active between 1977 and 2014. It was located in surficial aquifer 186, a IA aquifer in the Duncan area. It was initially included in the network to monitor water levels in developed aquifers. ",205,aa822c7f-3e7e-4688-9425-234859d65681,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,"11/27/2017, 1:10 PM",RTURGANO_governmentofbc,-13769486.302488703,6235958.714716955,102100
OBS WELL 100 - Osoyoos,,OBS Well 100,49.058400,-119.510700,UNKNOWN,INACTIVE,22733,1401083,100,2f96feb3-dfdc-49bb-b89f-2cf0e1186d42,,,,39,"Observation Well 100 was active between 1969 and 2008. It was located in surficial aquifer 193, a IIA aquifer in Osoyoos. It was initially included in the network as part of a groundwater research project. ",100,56fbe1c1-fad2-4f85-b693-d04a3ae38515,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,"11/27/2017, 1:11 PM",RTURGANO_governmentofbc,-13303870.26834768,6284776.467887336,102100
OBS WELL 326 - Galiano Island (Sturdies Bay),,OBS Well 326,48.879200,-123.320300,UNKNOWN,INACTIVE,25732,E220524,326,2a4af044-aa6c-4753-a293-e34ad9cb678d,,,,40,"Observation Well 326 was active between 1994 and 2003. It was located in bedrock aquifer 320, a IIB aquifer on Galiano Island. It was initially included in the network to monitor water levels in developed aquifers. ",326,31d27340-6bb3-4a8d-af7f-b64a2b8aa1c0,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,-13727953.000473734,6254388.96306417,102100
OBS WELL 102 - Osoyoos,,OBS Well 102,49.061200,-119.508100,UNKNOWN,INACTIVE,22713,1401086,102,0296ded4-fbe1-481c-8c5b-5ed19a014142,,,,41,"Observation Well 102 was active between 1969 and 2008. It was located in surficial aquifer 193, a IIA aquifer in Osoyoos. It was initially included in the network as part of a groundwater research project. ",102,fdf220cc-08b4-404d-a979-5e602a328d99,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,-13303580.837671615,6285252.14067867,102100
OBS WELL 105 - Osoyoos (West),,OBS Well 105,49.052700,-119.504700,UNKNOWN,INACTIVE,22702,1401089,105,4af0da8f-ed5a-4a8b-912b-ec737f685574,,,,42,"Observation Well 105 was active between 1969 and 2009. It was located in surficial aquifer 193, a IIA aquifer in West Osoyoos. It was initially included in the network as part of a groundwater research project. ",105,10d56bb3-c819-465b-ac50-85bfa6337478,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,-13303202.35140292,6283808.216782443,102100
OBS WELL 212 - North Saanich (Maple Road),,OBS Well 212,48.681800,-123.448300,UNKNOWN,INACTIVE,32493,E206337,212,32918135-6c5a-43ad-89f8-2988295e6fba,,,,43,"Observation Well 212 was active between 1977 and 2010. It was located in bedrock aquifer 608, a IIB aquifer in North Saanich. It was initially included in the network to monitor water levels in developed aquifers. ",212,92e50342-8799-4c20-927d-8b50aa0100bd,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,"11/27/2017, 1:11 PM",RTURGANO_governmentofbc,-13742201.895295274,6221040.974903892,102100
OBS WELL 328 - Langley (238th ST. & 50th AVE),,OBS Well 328,49.093955,-122.564755,UNKNOWN,INACTIVE,29852,E222066,328,2ab0f8d1-a7fc-4699-b441-11bf94fc0fc1,,,,44,"Observation Well 328 was active between 1994 and 2003. It was located in surficial aquifer 35, a IA aquifer in Langley. It was initially included in the network to monitor water levels in developed aquifers. ",328,58fd5017-e056-437a-b44c-ee798a0b921a,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,-13643846.11580233,6290818.654522798,102100
OBS WELL 107 - Osoyoos (West),,OBS Well 107,49.055600,-119.501700,UNKNOWN,INACTIVE,22706,1401091,107,4f156f06-738b-4f15-987f-daed8684e018,,,,45,"Observation Well 107 was active between 1969 and 2009. It was located in surficial aquifer 193, a IIA aquifer in Osoyoos. It was initially included in the network as part of a groundwater research project.",107,b4356283-df96-4d70-9e20-35be83fb5418,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,-13302868.39293054,6284300.821891547,102100
OBS WELL 220 - Princeton,,OBS Well 220,49.465900,-120.498600,UNKNOWN,INACTIVE,20313,1401423,220,862b588b-0da7-4864-b2ea-53420953f1d8,,,,46,"Observation Well 220 was active between 1977 and 2004. It was located in surficial aquifer 259, a IIA aquifer in Princeton. It was initially included in the network to monitor water levels in developed aquifers. ",220,a9556415-3304-4d29-9b3e-5508fcf7e8a8,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,"11/27/2017, 1:29 PM",RTURGANO_governmentofbc,-13413842.793302352,6354287.821100421,102100
OBS WELL 334 - Central Saanich (Butterfieldeld Rd.),,OBS Well 334,48.598656,-123.449700,UNKNOWN,INACTIVE,74810,E232039,334,ce9f0802-31ef-4458-8242-d25aeec136eb,,,,47,"Observation Well 334 was active between 1998 and 1999. It was located in bedrock aquifer 608, a IIIB aquifer in Central Saanich. It was initially included in the network as part of the Hagan Creek Watershed Study. ",334,2c16597b-c6bd-4bd5-a103-86a6191b5d08,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,-13742357.742582386,6207034.073907975,102100
OBS WELL 335 - Columbia Valley  (South of Cultus Lake),,OBS Well 335,49.017000,-122.066000,UNKNOWN,INACTIVE,75302,E237311,335,c1863cfd-e095-4e24-ad05-bddc58a2275a,,,,48,"Observation Well 335 was active between 1998 and 2004. It was located in surficial aquifer 20, a IIB aquifer south of Cultus Lake. It was initially included in the network to monitor water levels in developed aquifers. ",335,cea5f626-df27-4fa3-b99b-5499d4f72ecb,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,"11/7/2017, 7:46 PM",RTURGANO_governmentofbc,-13588324.963171732,6277746.430755682,102100
